INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('1', '1', '24', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('250', '123', '4', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('251', '124', '10', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('252', '124', '21', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('253', '124', '5', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('254', '125', '49', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('255', '126', '27', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('256', '127', '25', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('257', '128', '27', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('258', '128', '27', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('259', '128', '23', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('260', '129', '8', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('261', '129', '43', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('262', '130', '3', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('263', '131', '15', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('264', '132', '33', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('265', '133', '8', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('266', '134', '8', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('267', '134', '34', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('268', '135', '42', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('269', '135', '8', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('270', '136', '39', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('271', '137', '4', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('272', '138', '20', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('273', '138', '47', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('274', '138', '20', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('275', '139', '15', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('276', '139', '30', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('277', '139', '25', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('278', '140', '10', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('279', '140', '38', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('280', '141', '37', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('281', '142', '27', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('282', '142', '30', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('283', '142', '29', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('284', '143', '32', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('285', '144', '16', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('286', '145', '10', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('287', '145', '42', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('288', '145', '24', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('289', '146', '30', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('290', '146', '11', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('291', '147', '31', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('292', '147', '6', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('293', '147', '5', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('294', '148', '8', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('295', '148', '36', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('296', '148', '29', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('297', '149', '21', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('298', '150', '24', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('299', '150', '1', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('300', '150', '36', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('301', '151', '33', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('302', '151', '38', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('303', '152', '30', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('304', '153', '2', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('305', '153', '9', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('306', '154', '41', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('307', '154', '39', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('308', '155', '17', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('309', '155', '16', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('310', '155', '21', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('311', '156', '16', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('312', '156', '36', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('313', '157', '49', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('314', '158', '44', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('315', '159', '31', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('316', '159', '32', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('317', '159', '10', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('318', '160', '8', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('319', '160', '18', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('320', '160', '7', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('321', '161', '37', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('322', '161', '45', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('323', '161', '2', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('324', '162', '34', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('325', '162', '47', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('326', '163', '50', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('327', '163', '10', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('328', '163', '3', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('329', '164', '2', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('330', '165', '39', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('331', '166', '44', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('332', '167', '18', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('333', '167', '42', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('334', '168', '7', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('335', '169', '1', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('336', '170', '37', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('337', '171', '43', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('338', '171', '9', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('339', '172', '45', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('340', '172', '1', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('341', '173', '36', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('342', '173', '23', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('343', '174', '33', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('344', '175', '48', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('345', '175', '4', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('346', '175', '20', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('347', '176', '40', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('348', '177', '44', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('349', '178', '25', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('350', '179', '27', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('351', '179', '49', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('352', '180', '3', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('353', '181', '18', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('354', '181', '2', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('355', '181', '44', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('356', '182', '24', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('357', '182', '43', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('358', '183', '25', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('359', '183', '8', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('360', '183', '42', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('361', '184', '26', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('362', '185', '20', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('363', '185', '45', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('364', '186', '16', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('365', '187', '41', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('366', '187', '40', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('367', '187', '31', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('368', '188', '9', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('369', '189', '29', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('370', '189', '22', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('371', '189', '4', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('372', '190', '50', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('373', '191', '3', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('374', '192', '50', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('375', '192', '35', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('376', '192', '14', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('377', '193', '8', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('378', '193', '27', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('379', '194', '17', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('380', '195', '5', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('381', '196', '48', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('382', '196', '30', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('383', '197', '46', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('384', '197', '8', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('385', '198', '46', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('386', '199', '21', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('387', '200', '49', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('388', '200', '5', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('389', '201', '12', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('390', '202', '41', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('391', '203', '41', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('392', '203', '44', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('393', '204', '2', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('394', '204', '9', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('395', '205', '33', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('396', '205', '22', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('397', '206', '8', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('398', '206', '41', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('399', '207', '35', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('400', '208', '23', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('401', '208', '11', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('402', '209', '42', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('403', '210', '9', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('404', '210', '18', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('405', '211', '49', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('406', '211', '39', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('407', '212', '19', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('408', '212', '31', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('409', '212', '19', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('410', '213', '17', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('411', '214', '28', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('412', '214', '49', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('413', '215', '9', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('414', '215', '42', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('415', '216', '10', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('416', '217', '30', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('417', '218', '16', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('418', '218', '33', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('419', '218', '18', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('420', '219', '8', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('421', '219', '16', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('422', '219', '30', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('423', '220', '41', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('424', '221', '41', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('425', '221', '45', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('426', '221', '23', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('427', '222', '11', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('428', '222', '36', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('429', '223', '37', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('430', '223', '4', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('431', '224', '12', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('432', '224', '15', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('433', '224', '19', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('434', '225', '24', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('435', '226', '6', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('436', '226', '8', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('437', '226', '29', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('438', '227', '50', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('439', '228', '22', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('440', '228', '36', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('441', '228', '15', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('442', '229', '36', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('443', '229', '36', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('444', '229', '4', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('445', '230', '34', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('446', '230', '44', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('447', '230', '26', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('448', '231', '44', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('449', '231', '28', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('450', '232', '39', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('451', '232', '3', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('452', '232', '44', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('453', '233', '18', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('454', '233', '26', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('455', '233', '49', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('456', '234', '34', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('457', '234', '7', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('458', '234', '15', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('459', '235', '1', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('460', '236', '15', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('461', '237', '4', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('462', '238', '25', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('463', '238', '40', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('464', '239', '7', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('465', '239', '12', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('466', '239', '7', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('467', '240', '38', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('468', '240', '7', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('469', '240', '31', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('470', '241', '45', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('471', '241', '16', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('472', '241', '46', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('473', '242', '37', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('474', '243', '41', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('475', '243', '47', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('476', '244', '46', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('477', '244', '15', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('478', '244', '33', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('479', '245', '5', '6');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('480', '245', '17', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('481', '245', '34', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('482', '246', '15', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('483', '247', '4', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('484', '248', '33', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('485', '248', '1', '7');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('486', '248', '45', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('487', '249', '20', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('488', '249', '45', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('489', '249', '31', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('490', '250', '2', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('491', '250', '45', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('492', '251', '34', '2');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('493', '252', '38', '1');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('494', '252', '7', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('495', '253', '34', '4');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('496', '253', '42', '5');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('497', '253', '22', '3');
INSERT INTO order_item (order_item_id, order_form_id, menu_item_id, order_item_quantity) VALUES ('498', '254', '15', '4');
